[ 0.58527295  0.41472705] 0.0
[ 0.66572205  0.33427795] 0.0
[ 0.41655264  0.58344736] 0.0
[ 0.63892901  0.36107099] 0.0
[ 0.63114258  0.36885742] 0.0
[ 0.57669885  0.42330115] 1.0
[ 0.60607657  0.39392343] 1.0
[ 0.58846516  0.41153484] 1.0
[ 0.40747882  0.59252118] 1.0
[ 0.39965732  0.60034268] 1.0
[ 0.64418506  0.35581494] 0.0
[ 0.41771782  0.58228218] 0.0
[ 0.62178068  0.37821932] 0.0
[ 0.46614061  0.53385939] 0.0
[ 0.42388574  0.57611426] 1.0
[ 0.52365459  0.47634541] 0.0
[ 0.53414446  0.46585554] 1.0
[ 0.47418802  0.52581198] 1.0
[ 0.40106014  0.59893986] 0.0
[ 0.61455991  0.38544009] 0.0
[ 0.4258272  0.5741728] 1.0
[ 0.70766743  0.29233257] 0.0
[ 0.67052322  0.32947678] 1.0
[ 0.62414924  0.37585076] 0.0
[ 0.40961196  0.59038804] 1.0
[ 0.57744971  0.42255029] 1.0
[ 0.38601193  0.61398807] 0.0
[ 0.57130216  0.42869784] 0.0
[ 0.59521922  0.40478078] 1.0
[ 0.69908728  0.30091272] 1.0
[ 0.61193305  0.38806695] 0.0
[ 0.42648512  0.57351488] 1.0
[ 0.44190784  0.55809216] 1.0
[ 0.67956797  0.32043203] 0.0
[ 0.60355755  0.39644245] 0.0
[ 0.40292967  0.59707033] 1.0
[ 0.39284879  0.60715121] 1.0
[ 0.40253533  0.59746467] 1.0
[ 0.65525822  0.34474178] 1.0
[ 0.56899528  0.43100472] 1.0
[ 0.66318665  0.33681335] 0.0
[ 0.59835744  0.40164256] 1.0
[ 0.57523843  0.42476157] 0.0
[ 0.46744818  0.53255182] 1.0
[ 0.50611293  0.49388707] 1.0
[ 0.64453091  0.35546909] 0.0
[ 0.40361762  0.59638238] 1.0
[ 0.57849282  0.42150718] 0.0
[ 0.62658035  0.37341965] 0.0
[ 0.65791764  0.34208236] 0.0
[ 0.57754138  0.42245862] 0.0
[ 0.46165465  0.53834535] 0.0
[ 0.48676741  0.51323259] 0.0
[ 0.4994988  0.5005012] 0.0
[ 0.49957455  0.50042545] 0.0
[ 0.47720838  0.52279162] 1.0
[ 0.69838745  0.30161255] 1.0
[ 0.49794313  0.50205687] 0.0
[ 0.66213678  0.33786322] 0.0
[ 0.50878252  0.49121748] 1.0
[ 0.38910513  0.61089487] 1.0
[ 0.4201226  0.5798774] 0.0
[ 0.38803644  0.61196356] 0.0
[ 0.401454  0.598546] 0.0
[ 0.44634796  0.55365204] 1.0
[ 0.41513319  0.58486681] 0.0
[ 0.41589893  0.58410107] 1.0
[ 0.85911791  0.14088209] 0.0
[ 0.6718574  0.3281426] 1.0
[ 0.68854134  0.31145866] 0.0
[ 0.67996896  0.32003104] 0.0
[ 0.50445279  0.49554721] 0.0
[ 0.39120558  0.60879442] 1.0
[ 0.67901008  0.32098992] 1.0
[ 0.64342473  0.35657527] 1.0
[ 0.70268581  0.29731419] 0.0
[ 0.38803644  0.61196356] 0.0
[ 0.49004188  0.50995812] 0.0
[ 0.49963072  0.50036928] 0.0
[ 0.47564455  0.52435545] 1.0
[ 0.50950731  0.49049269] 0.0
[ 0.46284141  0.53715859] 0.0
[ 0.56341779  0.43658221] 1.0
[ 0.40754985  0.59245015] 1.0
[ 0.41851553  0.58148447] 1.0
[ 0.40131262  0.59868738] 1.0
[ 0.60645355  0.39354645] 0.0
[ 0.56375237  0.43624763] 0.0
[ 0.47586781  0.52413219] 0.0
[ 0.66675673  0.33324327] 1.0
[ 0.67790623  0.32209377] 0.0
[ 0.41422508  0.58577492] 1.0
[ 0.40405285  0.59594715] 0.0
[ 0.39926404  0.60073596] 0.0
[ 0.48108916  0.51891084] 1.0
[ 0.47943061  0.52056939] 0.0
[ 0.60119257  0.39880743] 0.0
[ 0.45004463  0.54995537] 0.0
[ 0.47346668  0.52653332] 0.0
[ 0.48580404  0.51419596] 1.0
[ 0.43392528  0.56607472] 0.0
[ 0.39894144  0.60105856] 1.0
[ 0.68158702  0.31841298] 1.0
[ 0.68969075  0.31030925] 1.0
[ 0.63289923  0.36710077] 0.0
[ 0.56710035  0.43289965] 0.0
[ 0.4340282  0.5659718] 1.0
[ 0.67267622  0.32732378] 1.0
[ 0.69707624  0.30292376] 0.0
[ 0.38885533  0.61114467] 0.0
[ 0.4981146  0.5018854] 1.0
[ 0.57760597  0.42239403] 0.0
[ 0.40034343  0.59965657] 1.0
[ 0.41706358  0.58293642] 0.0
[ 0.59515257  0.40484743] 0.0
[ 0.67767218  0.32232782] 1.0
[ 0.6524988  0.3475012] 0.0
[ 0.47343012  0.52656988] 0.0
[ 0.69041546  0.30958454] 0.0
[ 0.70046793  0.29953207] 0.0
[ 0.7246695  0.2753305] 0.0
[ 0.38746758  0.61253242] 1.0
[ 0.38317629  0.61682371] 1.0
[ 0.55536137  0.44463863] 1.0
[ 0.41585802  0.58414198] 0.0
[ 0.61501103  0.38498897] 0.0
[ 0.69020301  0.30979699] 0.0
[ 0.59161961  0.40838039] 0.0
[ 0.48497972  0.51502028] 0.0
[ 0.40336466  0.59663534] 1.0
[ 0.6805377  0.3194623] 1.0
[ 0.55386173  0.44613827] 0.0
[ 0.67212253  0.32787747] 0.0
[ 0.56408865  0.43591135] 0.0
[ 0.45335539  0.54664461] 0.0
[ 0.59266707  0.40733293] 1.0
[ 0.41702264  0.58297736] 0.0
[ 0.42110605  0.57889395] 0.0
[ 0.51248941  0.48751059] 0.0
[ 0.41480662  0.58519338] 1.0
[ 0.4329443  0.5670557] 0.0
[ 0.67522315  0.32477685] 0.0
[ 0.4130219  0.5869781] 0.0
[ 0.67908935  0.32091065] 0.0
[ 0.66482301  0.33517699] 1.0
[ 0.65890348  0.34109652] 0.0
[ 0.67403394  0.32596606] 0.0
[ 0.68417032  0.31582968] 0.0
[ 0.40318254  0.59681746] 1.0
[ 0.47130353  0.52869647] 1.0
[ 0.4181882  0.5818118] 0.0
[ 0.4233725  0.5766275] 0.0
[ 0.41538839  0.58461161] 0.0
[ 0.49149613  0.50850387] 0.0
[ 0.41215596  0.58784404] 0.0
[ 0.62619325  0.37380675] 1.0
[ 0.7022438  0.2977562] 0.0
[ 0.42370093  0.57629907] 1.0
[ 0.40387063  0.59612937] 1.0
[ 0.41487803  0.58512197] 1.0
[ 0.67391559  0.32608441] 0.0
[ 0.65739729  0.34260271] 0.0
[ 0.41269582  0.58730418] 0.0
[ 0.40405285  0.59594715] 0.0
[ 0.51544329  0.48455671] 0.0
[ 0.45575242  0.54424758] 0.0
[ 0.56117483  0.43882517] 0.0
[ 0.40113081  0.59886919] 1.0
[ 0.5674397  0.4325603] 0.0
[ 0.66771087  0.33228913] 1.0
[ 0.64738929  0.35261071] 0.0
[ 0.60313415  0.39686585] 0.0
[ 0.63321106  0.36678894] 0.0
[ 0.58940893  0.41059107] 1.0
[ 0.62658285  0.37341715] 1.0
[ 0.69075217  0.30924783] 0.0
[ 0.55996713  0.44003287] 0.0
[ 0.41443925  0.58556075] 0.0
[ 0.61275351  0.38724649] 0.0
[ 0.42479966  0.57520034] 0.0
[ 0.41571509  0.58428491] 0.0
[ 0.40961196  0.59038804] 0.0
[ 0.60757057  0.39242943] 0.0
[ 0.38455831  0.61544169] 1.0
[ 0.43353267  0.56646733] 1.0
[ 0.54553264  0.45446736] 1.0
[ 0.41436786  0.58563214] 1.0
[ 0.58539092  0.41460908] 1.0
[ 0.66913551  0.33086449] 0.0
[ 0.52118363  0.47881637] 0.0
[ 0.43581565  0.56418435] 1.0
[ 0.57392381  0.42607619] 0.0
[ 0.39302932  0.60697068] 1.0
[ 0.56193835  0.43806165] 0.0
[ 0.54789352  0.45210648] 1.0
[ 0.53835225  0.46164775] 0.0
[ 0.42311594  0.57688406] 1.0
[ 0.69485785  0.30514215] 0.0
[ 0.4274005  0.5725995] 0.0
[ 0.55895082  0.44104918] 0.0
[ 0.70623515  0.29376485] 0.0
[ 0.43169597  0.56830403] 1.0
[ 0.59316896  0.40683104] 1.0
[ 0.47531199  0.52468801] 1.0
[ 0.63214539  0.36785461] 0.0
[ 0.61032948  0.38967052] 0.0
[ 0.68072278  0.31927722] 0.0
[ 0.42681418  0.57318582] 1.0
[ 0.46009111  0.53990889] 1.0
[ 0.66684448  0.33315552] 0.0
[ 0.38601193  0.61398807] 0.0
[ 0.5700032  0.4299968] 1.0
[ 0.59423313  0.40576687] 0.0
[ 0.52913893  0.47086107] 0.0
[ 0.64419524  0.35580476] 1.0
[ 0.62372536  0.37627464] 1.0
[ 0.68455861  0.31544139] 0.0
[ 0.61714915  0.38285085] 1.0
[ 0.61046908  0.38953092] 1.0
[ 0.61718831  0.38281169] 0.0
[ 0.65917278  0.34082722] 1.0
[ 0.62496707  0.37503293] 0.0
[ 0.71153792  0.28846208] 0.0
[ 0.68536021  0.31463979] 1.0
[ 0.4133889  0.5866111] 0.0
[ 0.60982485  0.39017515] 0.0
[ 0.65134976  0.34865024] 1.0
[ 0.67312055  0.32687945] 0.0
[ 0.70512285  0.29487715] 1.0
[ 0.52559968  0.47440032] 0.0
[ 0.52900258  0.47099742] 0.0
[ 0.65984264  0.34015736] 0.0
[ 0.66133183  0.33866817] 1.0
[ 0.57207984  0.42792016] 1.0
[ 0.40954082  0.59045918] 0.0
[ 0.58155553  0.41844447] 0.0
[ 0.40214113  0.59785887] 1.0
[ 0.58004535  0.41995465] 0.0
[ 0.60837304  0.39162696] 1.0
[ 0.64788276  0.35211724] 0.0
[ 0.41622574  0.58377426] 0.0
[ 0.6365338  0.3634662] 0.0
[ 0.56971951  0.43028049] 1.0
[ 0.49417574  0.50582426] 0.0
[ 0.63069521  0.36930479] 0.0
[ 0.64051837  0.35948163] 0.0
[ 0.42439914  0.57560086] 1.0
[ 0.66777421  0.33222579] 0.0
[ 0.38462795  0.61537205] 0.0
[ 0.63803127  0.36196873] 1.0
[ 0.63751868  0.36248132] 1.0
[ 0.66039294  0.33960706] 0.0
[ 0.67328343  0.32671657] 1.0
[ 0.68043583  0.31956417] 0.0
[ 0.52979471  0.47020529] 1.0
[ 0.65033186  0.34966814] 1.0
[ 0.64501454  0.35498546] 0.0
[ 0.62614465  0.37385535] 1.0
[ 0.5846495  0.4153505] 1.0
[ 0.57120576  0.42879424] 0.0
[ 0.47756955  0.52243045] 1.0
[ 0.69428013  0.30571987] 0.0
[ 0.68007356  0.31992644] 0.0
[ 0.56739381  0.43260619] 0.0
[ 0.59161289  0.40838711] 1.0
[ 0.59211151  0.40788849] 0.0
[ 0.61654328  0.38345672] 1.0
[ 0.40297018  0.59702982] 1.0
[ 0.58520907  0.41479093] 0.0
[ 0.38551387  0.61448613] 0.0
[ 0.66737634  0.33262366] 0.0
[ 0.39545881  0.60454119] 0.0
[ 0.44885472  0.55114528] 0.0
[ 0.47385806  0.52614194] 1.0
[ 0.4778479  0.5221521] 1.0
[ 0.69335069  0.30664931] 1.0
[ 0.64051178  0.35948822] 0.0
[ 0.43287208  0.56712792] 0.0
[ 0.66291244  0.33708756] 0.0
[ 0.61796831  0.38203169] 1.0
[ 0.46033894  0.53966106] 1.0
[ 0.55916365  0.44083635] 0.0
[ 0.48623734  0.51376266] 1.0
[ 0.41993824  0.58006176] 1.0
[ 0.4236291  0.5763709] 0.0
[ 0.67536348  0.32463652] 0.0
[ 0.68864618  0.31135382] 1.0
[ 0.47019222  0.52980778] 1.0
[ 0.40297018  0.59702982] 0.0
[ 0.4044071  0.5955929] 1.0
[ 0.50153501  0.49846499] 0.0
[ 0.59270761  0.40729239] 0.0
[ 0.60047167  0.39952833] 1.0
[ 0.70832451  0.29167549] 0.0
[ 0.67033653  0.32966347] 0.0
[ 0.67548919  0.32451081] 0.0
[ 0.67403367  0.32596633] 0.0
[ 0.59824748  0.40175252] 1.0
[ 0.56304853  0.43695147] 1.0
[ 0.58936155  0.41063845] 0.0
[ 0.5805622  0.4194378] 1.0
[ 0.63626533  0.36373467] 1.0
[ 0.41695112  0.58304888] 0.0
[ 0.52079513  0.47920487] 0.0
[ 0.69622298  0.30377702] 0.0
[ 0.39922365  0.60077635] 0.0
[ 0.40124194  0.59875806] 0.0
[ 0.6147165  0.3852835] 1.0
[ 0.54503117  0.45496883] 0.0
[ 0.66437909  0.33562091] 0.0
[ 0.58308775  0.41691225] 0.0
[ 0.41327672  0.58672328] 0.0
[ 0.41502087  0.58497913] 1.0
[ 0.68030518  0.31969482] 0.0
[ 0.66561291  0.33438709] 0.0
[ 0.4470674  0.5529326] 0.0
[ 0.47224627  0.52775373] 0.0
[ 0.67750536  0.32249464] 0.0
[ 0.65377466  0.34622534] 1.0
[ 0.62860628  0.37139372] 0.0
[ 0.54379699  0.45620301] 1.0
[ 0.5310611  0.4689389] 0.0
[ 0.6150193  0.3849807] 0.0
[ 0.65105341  0.34894659] 0.0
[ 0.45106458  0.54893542] 0.0
[ 0.64553572  0.35446428] 1.0
[ 0.6648319  0.3351681] 0.0
[ 0.64915013  0.35084987] 1.0
[ 0.57745077  0.42254923] 0.0
[ 0.68589675  0.31410325] 0.0
[ 0.50073611  0.49926389] 1.0
[ 0.58126998  0.41873002] 1.0
[ 0.4159704  0.5840296] 1.0
[ 0.67224375  0.32775625] 0.0
[ 0.45883035  0.54116965] 1.0
[ 0.53939822  0.46060178] 0.0
[ 0.67914908  0.32085092] 1.0
[ 0.66469504  0.33530496] 0.0
[ 0.51308857  0.48691143] 1.0
[ 0.68024115  0.31975885] 0.0
[ 0.41132103  0.58867897] 1.0
[ 0.68720432  0.31279568] 0.0
[ 0.58598507  0.41401493] 0.0
[ 0.64883626  0.35116374] 0.0
[ 0.60336199  0.39663801] 1.0
[ 0.58639003  0.41360997] 0.0
[ 0.5194711  0.4805289] 1.0
[ 0.69062774  0.30937226] 0.0
[ 0.9017834  0.0982166] 0.0
[ 0.66440637  0.33559363] 0.0
[ 0.44368706  0.55631294] 1.0
[ 0.60656777  0.39343223] 0.0
[ 0.46443743  0.53556257] 1.0
[ 0.40954082  0.59045918] 1.0
[ 0.61536719  0.38463281] 1.0
[ 0.65798272  0.34201728] 0.0
[ 0.66783058  0.33216942] 0.0
[ 0.62055105  0.37944895] 0.0
[ 0.60603412  0.39396588] 0.0
[ 0.54099824  0.45900176] 0.0
[ 0.64796601  0.35203399] 0.0
[ 0.58410893  0.41589107] 0.0
[ 0.63599553  0.36400447] 1.0
[ 0.42264405  0.57735595] 0.0
[ 0.41881231  0.58118769] 1.0
[ 0.60025228  0.39974772] 1.0
[ 0.43700572  0.56299428] 0.0
[ 0.49526503  0.50473497] 1.0
[ 0.40816923  0.59183077] 0.0
[ 0.54165635  0.45834365] 1.0
[ 0.3947455  0.6052545] 1.0
[ 0.50068153  0.49931847] 0.0
[ 0.40932741  0.59067259] 1.0
[ 0.60578014  0.39421986] 0.0
[ 0.67417931  0.32582069] 0.0
[ 0.52065345  0.47934655] 0.0
[ 0.6140335  0.3859665] 0.0
[ 0.59392999  0.40607001] 0.0
[ 0.50970593  0.49029407] 0.0
[ 0.52291337  0.47708663] 0.0
[ 0.6641166  0.3358834] 0.0
[ 0.60142862  0.39857138] 0.0
[ 0.41404146  0.58595854] 0.0
[ 0.518367  0.481633] 0.0
[ 0.62100254  0.37899746] 0.0
[ 0.61381033  0.38618967] 1.0
[ 0.66122774  0.33877226] 1.0
[ 0.58764139  0.41235861] 0.0
[ 0.61024731  0.38975269] 1.0
[ 0.61621072  0.38378928] 0.0
[ 0.6111313  0.3888687] 0.0
[ 0.67670773  0.32329227] 1.0
[ 0.67244857  0.32755143] 1.0
[ 0.64371993  0.35628007] 0.0
[ 0.41218644  0.58781356] 0.0
[ 0.68748514  0.31251486] 1.0
[ 0.3967158  0.6032842] 1.0
[ 0.68090097  0.31909903] 1.0
[ 0.6869273  0.3130727] 0.0
[ 0.40149447  0.59850553] 0.0
[ 0.68605912  0.31394088] 0.0
[ 0.6859811  0.3140189] 0.0
[ 0.70223326  0.29776674] 0.0
[ 0.64747343  0.35252657] 0.0
[ 0.6293139  0.3706861] 0.0
[ 0.62641175  0.37358825] 0.0
[ 0.88059553  0.11940447] 0.0
[ 0.56694476  0.43305524] 0.0
[ 0.42824433  0.57175567] 1.0
[ 0.41680809  0.58319191] 1.0
[ 0.64305174  0.35694826] 0.0
[ 0.42934606  0.57065394] 1.0
[ 0.44357201  0.55642799] 0.0
[ 0.38949488  0.61050512] 1.0
[ 0.60786354  0.39213646] 0.0
[ 0.57648087  0.42351913] 0.0
[ 0.51377489  0.48622511] 1.0
[ 0.42707132  0.57292868] 1.0
[ 0.41797347  0.58202653] 1.0
[ 0.47591878  0.52408122] 0.0
[ 0.49749354  0.50250646] 1.0
[ 0.56701522  0.43298478] 0.0
[ 0.67405893  0.32594107] 1.0
[ 0.51615213  0.48384787] 0.0
[ 0.56316564  0.43683436] 0.0
[ 0.42648512  0.57351488] 1.0
[ 0.64926687  0.35073313] 0.0
[ 0.47636937  0.52363063] 0.0
[ 0.41902715  0.58097285] 1.0
[ 0.63246489  0.36753511] 1.0
[ 0.41255322  0.58744678] 1.0
[ 0.56184639  0.43815361] 0.0
[ 0.41074095  0.58925905] 0.0
[ 0.43261409  0.56738591] 0.0
[ 0.40094902  0.59905098] 1.0
[ 0.60654152  0.39345848] 1.0
[ 0.67857847  0.32142153] 0.0
[ 0.63012696  0.36987304] 0.0
[ 0.4627707  0.5372293] 0.0
[ 0.41578655  0.58421345] 0.0
[ 0.48383493  0.51616507] 1.0
[ 0.39696736  0.60303264] 0.0
[ 0.42479966  0.57520034] 1.0
[ 0.5191562  0.4808438] 0.0
[ 0.47617271  0.52382729] 0.0
[ 0.38992484  0.61007516] 1.0
[ 0.66302038  0.33697962] 1.0
[ 0.56052422  0.43947578] 1.0
[ 0.48102877  0.51897123] 0.0
[ 0.38569316  0.61430684] 1.0
[ 0.6589952  0.3410048] 1.0
[ 0.44890435  0.55109565] 1.0
[ 0.64894538  0.35105462] 0.0
[ 0.56974814  0.43025186] 0.0
[ 0.52314563  0.47685437] 1.0
[ 0.59410192  0.40589808] 1.0
[ 0.71690046  0.28309954] 0.0
[ 0.57276665  0.42723335] 1.0
[ 0.5567822  0.4432178] 0.0
[ 0.42355727  0.57644273] 1.0
[ 0.42772973  0.57227027] 0.0
[ 0.70373325  0.29626675] 0.0
[ 0.42472778  0.57527222] 0.0
[ 0.6763545  0.3236455] 0.0
[ 0.61003639  0.38996361] 1.0
[ 0.61129577  0.38870423] 0.0
[ 0.40412369  0.59587631] 1.0
[ 0.66589214  0.33410786] 1.0
[ 0.43287208  0.56712792] 0.0
[ 0.39442416  0.60557584] 1.0
[ 0.5904308  0.4095692] 0.0
[ 0.67025763  0.32974237] 0.0
[ 0.59475183  0.40524817] 0.0
[ 0.47102876  0.52897124] 0.0
[ 0.67294333  0.32705667] 1.0
[ 0.70281654  0.29718346] 1.0
[ 0.41241063  0.58758937] 1.0
[ 0.68832791  0.31167209] 0.0
[ 0.40232309  0.59767691] 0.0
[ 0.52423848  0.47576152] 0.0
[ 0.66291275  0.33708725] 0.0
[ 0.69544854  0.30455146] 0.0
[ 0.4512472  0.5487528] 0.0
[ 0.64832523  0.35167477] 0.0
[ 0.64384719  0.35615281] 1.0
[ 0.63687448  0.36312552] 0.0
[ 0.5794687  0.4205313] 0.0
[ 0.69810037  0.30189963] 0.0
[ 0.39120558  0.60879442] 1.0
[ 0.40408314  0.59591686] 0.0
[ 0.63827995  0.36172005] 1.0
[ 0.40106014  0.59893986] 1.0
[ 0.68799535  0.31200465] 0.0
[ 0.40470084  0.59529916] 1.0
[ 0.69097086  0.30902914] 0.0
[ 0.67061944  0.32938056] 1.0
[ 0.40113081  0.59886919] 1.0
[ 0.68280257  0.31719743] 0.0
[ 0.66053738  0.33946262] 0.0
[ 0.4192114  0.5807886] 1.0
[ 0.57758997  0.42241003] 0.0
[ 0.68148125  0.31851875] 0.0
[ 0.51407599  0.48592401] 0.0
[ 0.42355727  0.57644273] 1.0
[ 0.69872074  0.30127926] 0.0
[ 0.45479667  0.54520333] 0.0
[ 0.58562176  0.41437824] 0.0
[ 0.56983624  0.43016376] 0.0
[ 0.62343806  0.37656194] 1.0
[ 0.60738654  0.39261346] 0.0
[ 0.41680809  0.58319191] 0.0
[ 0.6372786  0.3627214] 0.0
[ 0.63133611  0.36866389] 0.0
[ 0.67547837  0.32452163] 1.0
[ 0.60548642  0.39451358] 1.0
[ 0.67399847  0.32600153] 1.0
[ 0.68185599  0.31814401] 1.0
[ 0.67479115  0.32520885] 0.0
[ 0.67656853  0.32343147] 0.0
[ 0.64399895  0.35600105] 0.0
[ 0.70437133  0.29562867] 1.0
[ 0.41494945  0.58505055] 0.0
[ 0.41545983  0.58454017] 1.0
[ 0.61187858  0.38812142] 0.0
[ 0.56898688  0.43101312] 0.0
[ 0.50890389  0.49109611] 0.0
[ 0.91189453  0.08810547] 0.0
[ 0.39692705  0.60307295] 1.0
[ 0.41676715  0.58323285] 0.0
[ 0.64138084  0.35861916] 0.0
[ 0.60968661  0.39031339] 0.0
[ 0.54879467  0.45120533] 0.0
[ 0.72451751  0.27548249] 0.0
[ 0.63984631  0.36015369] 0.0
[ 0.51471653  0.48528347] 0.0
[ 0.63554164  0.36445836] 0.0
[ 0.57807616  0.42192384] 0.0
[ 0.56841967  0.43158033] 0.0
[ 0.4133889  0.5866111] 1.0
[ 0.41299141  0.58700859] 1.0
[ 0.46897723  0.53102277] 0.0
[ 0.4496468  0.5503532] 0.0
[ 0.45633016  0.54366984] 1.0
[ 0.62002429  0.37997571] 1.0
[ 0.60330417  0.39669583] 1.0
[ 0.61992328  0.38007672] 1.0
[ 0.654455  0.345545] 0.0
[ 0.61272158  0.38727842] 1.0
[ 0.40928669  0.59071331] 1.0
[ 0.58006585  0.41993415] 1.0
[ 0.63272132  0.36727868] 0.0
[ 0.66933891  0.33066109] 0.0
[ 0.60298328  0.39701672] 0.0
[ 0.67486079  0.32513921] 0.0
[ 0.58516316  0.41483684] 1.0
[ 0.60744964  0.39255036] 1.0
[ 0.41727818  0.58272182] 0.0
[ 0.69217996  0.30782004] 1.0
[ 0.67848327  0.32151673] 0.0
[ 0.42505649  0.57494351] 1.0
[ 0.6275334  0.3724666] 0.0
[ 0.62112173  0.37887827] 0.0
[ 0.39750078  0.60249922] 0.0
[ 0.52362945  0.47637055] 0.0
[ 0.55891371  0.44108629] 1.0
[ 0.54454168  0.45545832] 0.0
[ 0.43353267  0.56646733] 0.0
[ 0.68603673  0.31396327] 0.0
[ 0.49513049  0.50486951] 1.0
[ 0.53209377  0.46790623] 0.0
[ 0.45624666  0.54375334] 0.0
[ 0.52616041  0.47383959] 0.0
[ 0.38544418  0.61455582] 1.0
[ 0.3939222  0.6060778] 0.0
[ 0.59697001  0.40302999] 0.0
[ 0.40419454  0.59580546] 0.0
[ 0.40271736  0.59728264] 1.0
[ 0.41120902  0.58879098] 1.0
[ 0.61003719  0.38996281] 0.0
[ 0.40387063  0.59612937] 0.0
[ 0.4168796  0.5831204] 0.0
[ 0.62737019  0.37262981] 1.0
[ 0.56285711  0.43714289] 1.0
[ 0.41012038  0.58987962] 1.0
[ 0.59444137  0.40555863] 1.0
[ 0.51255497  0.48744503] 0.0
[ 0.62155272  0.37844728] 0.0
[ 0.84874201  0.15125799] 0.0
[ 0.4389246  0.5610754] 0.0
[ 0.44074598  0.55925402] 0.0
[ 0.61111445  0.38888555] 1.0
[ 0.65582484  0.34417516] 1.0
[ 0.66542512  0.33457488] 1.0
[ 0.59558528  0.40441472] 0.0
[ 0.41553128  0.58446872] 1.0
[ 0.71283007  0.28716993] 0.0
[ 0.39531815  0.60468185] 1.0
[ 0.40675843  0.59324157] 1.0
[ 0.66062609  0.33937391] 1.0
[ 0.65021036  0.34978964] 0.0
[ 0.68807359  0.31192641] 0.0
[ 0.58510908  0.41489092] 1.0
[ 0.94313064  0.05686936] 0.0
[ 0.45751366  0.54248634] 0.0
[ 0.38828604  0.61171396] 1.0
[ 0.65486808  0.34513192] 1.0
[ 0.60029953  0.39970047] 1.0
[ 0.41287927  0.58712073] 1.0
[ 0.66393268  0.33606732] 1.0
[ 0.41764626  0.58235374] 1.0
[ 0.49908118  0.50091882] 0.0
[ 0.68778806  0.31221194] 1.0
[ 0.66172244  0.33827756] 0.0
[ 0.66371723  0.33628277] 0.0
[ 0.68775375  0.31224625] 0.0
[ 0.40350627  0.59649373] 1.0
[ 0.38771705  0.61228295] 1.0
[ 0.57977445  0.42022555] 1.0
[ 0.40856531  0.59143469] 0.0
[ 0.58327357  0.41672643] 1.0
[ 0.68249554  0.31750446] 1.0
[ 0.52252021  0.47747979] 0.0
[ 0.65029252  0.34970748] 0.0
[ 0.39735987  0.60264013] 0.0
[ 0.58162628  0.41837372] 0.0
[ 0.66562965  0.33437035] 1.0
[ 0.5809874  0.4190126] 1.0
[ 0.56632419  0.43367581] 0.0
[ 0.39951615  0.60048385] 0.0
[ 0.48471234  0.51528766] 0.0
[ 0.41706358  0.58293642] 0.0
[ 0.69387527  0.30612473] 1.0
[ 0.47196088  0.52803912] 1.0
[ 0.68011363  0.31988637] 0.0
[ 0.41680809  0.58319191] 0.0
[ 0.55211772  0.44788228] 0.0
[ 0.73153751  0.26846249] 0.0
[ 0.42850169  0.57149831] 1.0
[ 0.40939854  0.59060146] 0.0
[ 0.50238333  0.49761667] 0.0
[ 0.54769916  0.45230084] 0.0
[ 0.57136641  0.42863359] 0.0
[ 0.50494324  0.49505676] 0.0
[ 0.69604409  0.30395591] 0.0
[ 0.70274347  0.29725653] 0.0
[ 0.64385396  0.35614604] 0.0
[ 0.67537461  0.32462539] 0.0
[ 0.5526322  0.4473678] 1.0
[ 0.54196957  0.45803043] 0.0
[ 0.58605939  0.41394061] 0.0
[ 0.58607449  0.41392551] 0.0
[ 0.60031159  0.39968841] 0.0
[ 0.38374279  0.61625721] 1.0
[ 0.62916583  0.37083417] 0.0
[ 0.53988575  0.46011425] 0.0
[ 0.39779286  0.60220714] 1.0
[ 0.67707847  0.32292153] 1.0
[ 0.68409561  0.31590439] 0.0
[ 0.43935389  0.56064611] 0.0
[ 0.61751477  0.38248523] 1.0
[ 0.38317629  0.61682371] 1.0
[ 0.58759535  0.41240465] 0.0
[ 0.54386175  0.45613825] 0.0
[ 0.59516797  0.40483203] 0.0
[ 0.41455152  0.58544848] 1.0
[ 0.51711921  0.48288079] 1.0
[ 0.61706126  0.38293874] 1.0
[ 0.44618851  0.55381149] 0.0
[ 0.47576033  0.52423967] 1.0
[ 0.65450719  0.34549281] 1.0
[ 0.67737734  0.32262266] 1.0
[ 0.65090361  0.34909639] 1.0
[ 0.66716884  0.33283116] 1.0
[ 0.71496244  0.28503756] 0.0
[ 0.61209292  0.38790708] 0.0
[ 0.67807917  0.32192083] 0.0
[ 0.63018808  0.36981192] 0.0
[ 0.67378321  0.32621679] 1.0
[ 0.67205654  0.32794346] 0.0
[ 0.48029838  0.51970162] 1.0
[ 0.56501798  0.43498202] 0.0
[ 0.41739067  0.58260933] 1.0
[ 0.62480682  0.37519318] 0.0
[ 0.6468537  0.3531463] 0.0
[ 0.49297585  0.50702415] 0.0
[ 0.57942674  0.42057326] 1.0
[ 0.60961217  0.39038783] 0.0
[ 0.41455152  0.58544848] 0.0
[ 0.475014  0.524986] 0.0
[ 0.68090192  0.31909808] 0.0
[ 0.6934342  0.3065658] 0.0
[ 0.66888392  0.33111608] 0.0
[ 0.40574438  0.59425562] 0.0
[ 0.48988577  0.51011423] 1.0
[ 0.61950067  0.38049933] 0.0
[ 0.42916065  0.57083935] 1.0
[ 0.68501835  0.31498165] 1.0
[ 0.39259814  0.60740186] 0.0
[ 0.47222454  0.52777546] 1.0
[ 0.40690042  0.59309958] 1.0
